title,genres,rating,coverImg,bookLink
The Paris Affair,"['Historical Fiction', 'Fiction']",4.44,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1657922405i/61459992.jpg,https://www.goodreads.com/book/show/61459992-the-paris-affair
SOME ANIMALS,['Amazon'],4.34,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1630273472i/58884235.jpg,https://www.goodreads.com/book/show/58884235-some-animals
The Myth of Sisyphus and Other Essays,"['Philosophy', 'Nonfiction']",4.22,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1533718219i/11987.jpg,https://www.goodreads.com/book/show/11987.The_Myth_of_Sisyphus_and_Other_Essays
The Bone People,"['Fiction', 'Magical Realism']",4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348988500i/460635.jpg,https://www.goodreads.com/book/show/460635.The_Bone_People
The Cousins,"['Mystery', 'Young Adult']",3.78,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1583353086i/49757149.jpg,https://www.goodreads.com/book/show/49757149-the-cousins
Beneath This Man,"['Romance', 'Erotica']",4.26,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1538749218i/18149927.jpg,https://www.goodreads.com/book/show/18149927-beneath-this-man
Revival,"['Horror', 'Fiction']",3.80,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1510335323i/20926278.jpg,https://www.goodreads.com/book/show/20926278-revival
Tara Road,"['Fiction', 'Chick Lit']",3.93,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1403194637i/5196.jpg,https://www.goodreads.com/book/show/5196.Tara_Road
The Lost Colony,"['Fantasy', 'Young Adult']",4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1522190376i/37586.jpg,https://www.goodreads.com/book/show/37586.The_Lost_Colony
Fatherland,"['Fiction', 'Historical Fiction']",4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1261912137i/56842.jpg,https://www.goodreads.com/book/show/56842.Fatherland
What WE Lost,"['Nonfiction', 'History']",4.31,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1633147701i/59128861.jpg,https://www.goodreads.com/book/show/59128861-what-we-lost
The Magic Misfits,"['Middle Grade', 'Fantasy']",4.00,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1492706288i/28107444.jpg,https://www.goodreads.com/book/show/28107444-the-magic-misfits
Children of the Mind,"['Science Fiction', 'Fiction']",3.78,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390362338i/31360.jpg,https://www.goodreads.com/book/show/31360.Children_of_the_Mind
"Thirst No. 1: The Last Vampire, Black Blood, and Red Dice","['Fantasy', 'Young Adult']",3.86,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327887604i/5941233.jpg,https://www.goodreads.com/book/show/5941233-thirst-no-1
All Systems Red,"['Science Fiction', 'Fiction']",4.15,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1631585309i/32758901.jpg,https://www.goodreads.com/book/show/32758901-all-systems-red
Fear,"['Young Adult', 'Dystopia']",4.22,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1309186708i/8811134.jpg,https://www.goodreads.com/book/show/8811134-fear
The Bonesetter's Daughter,"['Fiction', 'Historical Fiction']",4.00,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442687221i/12555.jpg,https://www.goodreads.com/book/show/12555.The_Bonesetter_s_Daughter
Love Unscripted,"['Romance', 'Contemporary Romance']",4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327889844i/8204005.jpg,https://www.goodreads.com/book/show/8204005-love-unscripted
Einstein’s Dreams,"['Fiction', 'Short Stories']",4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386925066i/14376.jpg,https://www.goodreads.com/book/show/14376.Einstein_s_Dreams
The Exiled Queen,"['Fantasy', 'Young Adult']",4.32,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1285276245i/7801229.jpg,https://www.goodreads.com/book/show/7801229-the-exiled-queen
Harry Potter and the Methods of Rationality,"['Fantasy', 'Fiction']",4.39,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1659761696i/10016013.jpg,https://www.goodreads.com/book/show/10016013-harry-potter-and-the-methods-of-rationality
Everything I Know About Love,"['Nonfiction', 'Memoir']",4.00,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1563761980i/46041465.jpg,https://www.goodreads.com/book/show/46041465-everything-i-know-about-love
Heir to the Empire,"['Star Wars', 'Science Fiction']",4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1529605994i/40604754.jpg,https://www.goodreads.com/book/show/40604754-heir-to-the-empire
Skinny Legs and All,"['Fiction', 'Humor']",4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1554143869i/9370.jpg,https://www.goodreads.com/book/show/9370.Skinny_Legs_and_All
The Portable Dorothy Parker,"['Poetry', 'Short Stories']",4.34,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386926061i/46231.jpg,https://www.goodreads.com/book/show/46231.The_Portable_Dorothy_Parker
The City & the City,"['Fantasy', 'Fiction']",3.90,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320475957i/4703581.jpg,https://www.goodreads.com/book/show/4703581-the-city-the-city
The Big Short: Inside the Doomsday Machine,"['Nonfiction', 'Business']",4.30,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1446581171i/26889576.jpg,https://www.goodreads.com/book/show/26889576-the-big-short
The Indian in the Cupboard,"['Fantasy', 'Childrens']",3.93,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1171903915i/125404.jpg,https://www.goodreads.com/book/show/125404.The_Indian_in_the_Cupboard
The Running Man,"['Horror', 'Fiction']",3.90,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1660830795i/11607.jpg,https://www.goodreads.com/book/show/11607.The_Running_Man
Grave Peril,"['Fantasy', 'Urban Fantasy']",4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1266470209i/91476.jpg,https://www.goodreads.com/book/show/91476.Grave_Peril
Aurora Rising,"['Science Fiction', 'Young Adult']",4.10,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1560056657i/30075662.jpg,https://www.goodreads.com/book/show/30075662-aurora-rising
What If?,"['Nonfiction', 'Science']",4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1451351509i/21413662.jpg,https://www.goodreads.com/book/show/21413662-what-if
Convenience Store Woman,"['Fiction', 'Contemporary']",3.69,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1523623053i/38357895.jpg,https://www.goodreads.com/book/show/38357895-convenience-store-woman
Apollyon,"['Fantasy', 'Young Adult']",4.31,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1350101819i/9897164.jpg,https://www.goodreads.com/book/show/9897164-apollyon
What Alice Forgot,"['Fiction', 'Chick Lit']",4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1714030846i/6469165.jpg,https://www.goodreads.com/book/show/6469165-what-alice-forgot
"Drum Beats, Heart Beats","['Fiction', 'Novels']",4.29,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1535170433i/41453422.jpg,https://www.goodreads.com/book/show/41453422-drum-beats-heart-beats
Coma,"['Fiction', 'Thriller']",3.88,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1309212228i/185877.jpg,https://www.goodreads.com/book/show/185877.Coma
Slated,"['Young Adult', 'Dystopia']",4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1453582609i/12743472.jpg,https://www.goodreads.com/book/show/12743472-slated
"Hyperbole and a Half","['Humor', 'Nonfiction']",4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1409522492i/17571564.jpg,https://www.goodreads.com/book/show/17571564-hyperbole-and-a-half
Never Never,"['Romance', 'Young Adult']",3.82,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1428934147i/24378015.jpg,https://www.goodreads.com/book/show/24378015-never-never
The Paris Wife,"['Historical Fiction', 'Fiction']",3.82,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320545874i/8683812.jpg,https://www.goodreads.com/book/show/8683812-the-paris-wife
A Bright Shining Lie: John Paul Vann and America in Vietnam,"['History', 'Nonfiction']",4.24,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1350053421i/417640.jpg,https://www.goodreads.com/book/show/417640.A_Bright_Shining_Lie
The First Step,"['Fantasy', 'Fiction']",4.11,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1552279563i/44327636.jpg,https://www.goodreads.com/book/show/44327636-the-first-step
Virals,"['Young Adult', 'Mystery']",3.95,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1278653923i/7800188.jpg,https://www.goodreads.com/book/show/7800188-virals
The Slippery Slope,"['Fiction', 'Young Adult']",4.05,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1518835363i/297792.jpg,https://www.goodreads.com/book/show/297792.The_Slippery_Slope
The Education of Little Tree,"['Fiction', 'Historical Fiction']",4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348789987i/116236.jpg,https://www.goodreads.com/book/show/116236.The_Education_of_Little_Tree
The Dark Winter,"['Horror', 'Audiobook']",4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1590608755i/53061860.jpg,https://www.goodreads.com/book/show/53061860-the-dark-winter
Vampire Origins - Project Ichorous,"['Fantasy', 'Young Adult']",3.95,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1366240651i/17673620.jpg,https://www.goodreads.com/book/show/17673620-vampire-origins---project-ichorous
"Not Nice: Stop People Pleasing, Staying Silent, & Feeling Guilty","['Self Help', 'Nonfiction']",4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1509389794i/36505071.jpg,https://www.goodreads.com/book/show/36505071-not-nice
Spellbound in His Arms,"['Mystery', 'Romance']",3.85,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1372268302i/18132276.jpg,https://www.goodreads.com/book/show/18132276-spellbound-in-his-arms
The Swiss Family Robinson,"['Classics', 'Fiction']",3.91,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1385171459i/62111.jpg,https://www.goodreads.com/book/show/62111.The_Swiss_Family_Robinson
Forsaken,"['Romance', 'Suspense']",4.05,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1384378248i/18776097.jpg,https://www.goodreads.com/book/show/18776097-forsaken
Loving Frank,"['Historical Fiction', 'Fiction']",3.77,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1441383192i/898885.jpg,https://www.goodreads.com/book/show/898885.Loving_Frank
The Sorcerer in the North,"['Fantasy', 'Young Adult']",4.28,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327918728i/1524173.jpg,https://www.goodreads.com/book/show/1524173.The_Sorcerer_in_the_North
Green Rider,"['Fantasy', 'Young Adult']",4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386749176i/147843.jpg,https://www.goodreads.com/book/show/147843.Green_Rider
King Rat,"['Historical Fiction', 'Fiction']",4.19,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388889819i/9827.jpg,https://www.goodreads.com/book/show/9827.King_Rat
Library of Souls,"['Fantasy', 'Young Adult']",4.14,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1533405899i/41044147.jpg,https://www.goodreads.com/book/show/41044147-library-of-souls
Lincoln,"['Historical Fiction', 'Fiction']",4.24,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1403185993i/8716.jpg,https://www.goodreads.com/book/show/8716.Lincoln
The Blood Legacy: A Xianxia Cultivation Fantasy,"['Fantasy', 'Young Adult']",4.23,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1457270374i/29429083.jpg,https://www.goodreads.com/book/show/29429083-the-blood-legacy
"Brownout - 666: A journey through sex, love and violence in the ultimate search","['Fiction', 'Novels']",4.38,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1542450426i/42849823.jpg,https://www.goodreads.com/book/show/42849823-brownout---666
Love Auction: Too Risky to Love Again,"['Romance', 'Fiction']",4.31,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1582071602i/51472786.jpg,https://www.goodreads.com/book/show/51472786-love-auction
In Our Bones,"['Fiction', 'Dystopia']",4.23,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1601536135i/55525261.jpg,https://www.goodreads.com/book/show/55525261-in-our-bones
You,"['Thriller', 'Fiction']",3.96,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1549463282i/36430011.jpg,https://www.goodreads.com/book/show/36430011-you
Pride and Prejudice and Zombies,"['Horror', 'Fiction']",3.31,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320449653i/5899779.jpg,https://www.goodreads.com/book/show/5899779-pride-and-prejudice-and-zombies
Revolution,"['Historical Fiction', 'Young Adult']",4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1449633690i/28149981.jpg,https://www.goodreads.com/book/show/28149981-revolution
Rule,"['Romance', 'New Adult']",4.11,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1357012113i/17200687.jpg,https://www.goodreads.com/book/show/17200687-rule
Stones,[],4.45,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1551416565i/44164186.jpg,https://www.goodreads.com/book/show/44164186-stones
Wir Kinder vom Bahnhof Zoo,"['Nonfiction', 'Biography']",4.34,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1463309277i/1337448.jpg,https://www.goodreads.com/book/show/1337448.Wir_Kinder_vom_Bahnhof_Zoo
The Fairy Next Book,"['Reverse Harem', 'Paranormal']",4.39,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1606790532i/56124048.jpg,https://www.goodreads.com/book/show/56124048-the-fairy-next-book
Kisscut,"['Thriller', 'Mystery']",4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348096108i/21719.jpg,https://www.goodreads.com/book/show/21719.Kisscut
The Duke of D.C.: The American Dream,['Fiction'],4.32,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1688427358i/182117474.jpg,https://www.goodreads.com/book/show/182117474-the-duke-of-d-c
Flags of Our Fathers,"['History', 'Nonfiction']",4.22,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386923564i/10058.jpg,https://www.goodreads.com/book/show/10058.Flags_of_Our_Fathers
One Grave at a Time,"['Vampires', 'Urban Fantasy']",4.23,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1315175727i/7954556.jpg,https://www.goodreads.com/book/show/7954556-one-grave-at-a-time
